WDT,20080701080901.92,S
WXT,20080701080857.42,S
LUYA,20080701080906.98,S
MIAX,20080701080920.74,S
JMG,20080701080852.86,S
MXI,20080701080925.54,S
PWU,20080701080900.80,S
QCH,20080701080842.46,S
SPA,20080701080923.36,S
WDT,20080701081917.84,S
WXT,20080701081914.28,S
JMG,20080701081908.32,S
PWU,20080701081916.72,S
QCH,20080701081858.30,S
SPA,20080701081939.74,S
WDT,20080701082815.98,S
WXT,20080701082804.04,S
LUYA,20080701082827.68,S
MIAX,20080701082838.12,S
JJS,20080701082823.62,S
JMG,20080701082757.88,S
MXI,20080701082813.78,S
PWU,20080701082753.00,S
QCH,20080701082755.08,S
SPA,20080701082817.92,S
XCO,20080701082828.64,S
YZP,20080701082837.16,S
HSH,20080701083446.22,S
JJS,20080701083449.52,S
PWU,20080701083504.22,S
SPA,20080701083504.68,S
XJI,20080701083446.64,S
WDT,20080701091137.90,S
WXT,20080701091136.06,S
LUYA,20080701091142.38,S
JMG,20080701091131.22,S
PWU,20080701091138.66,S
QCH,20080701091120.12,S
WDT,20080701091316.48,S
WXT,20080701091307.14,S
LUYA,20080701091328.56,S
MIAX,20080701091338.74,S
HSH,20080701091342.48,S
JJS,20080701091337.98,S
JMG,20080701091303.96,S
MXI,20080701091327.34,S
PWU,20080701091301.46,S
QCH,20080701091254.18,S
SPA,20080701091327.42,S
XCO,20080701091338.42,S
YZP,20080701091350.42,S
WDT,20080701094137.12,S
WXT,20080701094131.34,S
LUYA,20080701094139.68,S
MIAX,20080701094149.94,S
JJS,20080701094147.90,S
JMG,20080701094105.18,S
MXI,20080701094149.14,S
PWU,20080701094124.72,S
QCH,20080701094113.50,S
SPA,20080701094151.54,S
XCO,20080701094145.10,S
WDT,20080701095058.14,S
WXT,20080701095054.64,S
JMG,20080701095047.10,S
PWU,20080701095055.98,S
QCH,20080701095038.24,S
WDT,20080701095513.58,S
WXT,20080701095511.44,S
LUYA,20080701095519.24,S
MIAX,20080701095531.62,S
JMG,20080701095507.02,S
PWU,20080701095514.52,S
QCH,20080701095456.82,S
WDT,20080701105829.94,S
JMG,20080701105814.16,S
PWU,20080701105758.34,S
QCH,20080701105809.72,S
WDT,20080701111337.84,S
WXT,20080701111322.18,S
LUYA,20080701111351.22,S
JJS,20080701111342.58,S
JMG,20080701111320.96,S
PWU,20080701111308.22,S
QCH,20080701111315.98,S
SPA,20080701111334.10,S
YZP,20080701111355.16,S
WDT,20080701112426.92,S
WXT,20080701112419.02,S
LUYA,20080701112436.50,S
MIAX,20080701112446.66,S
JJS,20080701112450.24,S
JMG,20080701112413.00,S
PWU,20080701112416.20,S
SPA,20080701112440.48,S
YZP,20080701112503.12,S
WDT,20080701113741.76,S
JMG,20080701113810.38,S
WDT,20080701114611.54,S
WXT,20080701114557.08,S
LUYA,20080701114623.44,S
HSH,20080701114554.86,S
JJS,20080701114543.86,S
JMG,20080701114555.20,S
MXI,20080701114529.16,S
PWU,20080701114540.14,S
QCH,20080701114555.16,S
SPA,20080701114550.92,S
XJI,20080701114613.12,S
YGD,20080701114606.92,S
WDT,20080701115211.90,S
WXT,20080701115157.28,S
HSH,20080701115131.76,S
JJS,20080701115128.16,S
JMG,20080701115155.92,S
MXI,20080701115112.66,S
PWU,20080701115141.84,S
SPA,20080701115142.80,S
XJI,20080701115139.00,S
YGD,20080701115139.20,S
YZP,20080701115117.98,S
WDT,20080701115636.48,S
WXT,20080701115630.92,S
LUYA,20080701115643.36,S
MIAX,20080701115656.60,S
JMG,20080701115626.92,S
PWU,20080701115633.96,S
SPA,20080701115657.92,S
WDT,20080701121238.20,S
WXT,20080701121228.34,S
JMG,20080701121210.24,S
PWU,20080701121212.52,S
QCH,20080701121220.74,S
HSH,20080701122136.56,S
JJS,20080701122140.56,S
SPA,20080701122155.42,S
XJI,20080701122126.18,S
YGD,20080701122137.90,S
YZP,20080701122111.70,S
WDT,20080701123352.70,S
WXT,20080701123341.08,S
LUYA,20080701123407.62,S
MIAX,20080701123417.12,S
JJS,20080701123406.20,S
JMG,20080701123337.46,S
PWU,20080701123331.38,S
SPA,20080701123356.22,S
JMG,20080701125112.06,S
MXI,20080701125029.24,S
QCH,20080701125112.10,S
XJI,20080701125101.60,S
YZP,20080701125038.46,S
WXT,20080701130325.62,S
HSH,20080701130243.68,S
JJS,20080701130300.08,S
JMG,20080701130326.42,S
MXI,20080701130239.98,S
PWU,20080701130309.82,S
SPA,20080701130303.66,S
XJI,20080701130244.24,S
YGD,20080701130302.94,S
YZP,20080701130238.26,S
JMG,20080701131410.92,S
PWU,20080701131351.68,S
QCH,20080701131406.44,S
HSH,20080701131631.24,S
MXI,20080701131629.04,S
XJI,20080701131631.28,S
YZP,20080701131627.42,S
WXT,20080701131917.86,S
HSH,20080701131848.06,S
JMG,20080701131916.66,S
MXI,20080701131832.76,S
PWU,20080701131900.90,S
SPA,20080701131901.78,S
XJI,20080701131851.16,S
YGD,20080701131857.74,S
YZP,20080701131831.86,S
WXT,20080701133125.98,S
HSH,20080701133056.46,S
JJS,20080701133056.40,S
JMG,20080701133127.78,S
MXI,20080701133041.18,S
PWU,20080701133109.28,S
SPA,20080701133110.30,S
XJI,20080701133059.64,S
WDT,20080701133915.08,S
WXT,20080701133859.26,S
HSH,20080701133852.08,S
JJS,20080701133843.60,S
JMG,20080701133900.82,S
MXI,20080701133826.18,S
PWU,20080701133842.32,S
SPA,20080701133850.18,S
XJI,20080701133910.04,S
YGD,20080701133905.22,S
WXT,20080701135229.38,S
HSH,20080701135159.74,S
JJS,20080701135156.30,S
JMG,20080701135227.86,S
MXI,20080701135143.48,S
PWU,20080701135212.82,S
SPA,20080701135213.06,S
XJI,20080701135201.38,S
YZP,20080701135140.56,S
WDT,20080701135329.86,S
WXT,20080701135320.64,S
JJS,20080701135344.20,S
JMG,20080701135312.34,S
PWU,20080701135311.86,S
QCH,20080701135307.30,S
SPA,20080701135336.54,S
XCO,20080701135346.36,S
WDT,20080701141237.08,S
WXT,20080701141227.94,S
LUYA,20080701141248.26,S
MIAX,20080701141258.72,S
JMG,20080701141223.44,S
PWU,20080701141225.52,S
QCH,20080701141214.34,S
WXT,20080701143307.18,S
MIAX,20080701143325.36,S
JJS,20080701143333.38,S
JMG,20080701143256.34,S
PWU,20080701143303.40,S
WXT,20080701144449.46,S
MXI,20080701144403.44,S
PWU,20080701144432.56,S
SPA,20080701144432.48,S
XJI,20080701144413.82,S
YZP,20080701144355.64,S
WDT,20080701144817.12,S
WXT,20080701144809.26,S
LUYA,20080701144829.12,S
