20080701080836.73,32.65,105.34
20080701081852.60,32.65,105.37
20080701082740.54,32.27,104.94
20080701083416.88,31.22,103.44
20080701091113.48,32.72,105.40
20080701091247.38,32.48,105.07
20080701094100.30,32.30,105.43
20080701094653.75,32.79,105.56
20080701095032.62,32.62,105.34
20080701095449.65,32.70,105.38
20080701105749.95,32.18,104.69
20080701111259.57,32.27,104.79
20080701112358.73,32.50,105.17
20080701113726.52,33.61,105.55
20080701114517.30,31.77,104.26
20080701115101.26,31.34,103.71
20080701115611.26,32.63,105.31
20080701121155.50,31.92,104.98
20080701122102.42,31.00,103.23
20080701123319.87,32.35,104.93
20080701125019.15,31.39,103.84
20080701130219.24,31.32,103.20
20080701131331.11,32.11,104.02
20080701131607.12,31.34,103.16
20080701131817.81,31.29,103.56
20080701133025.95,31.26,103.58
20080701133817.59,31.71,104.12
20080701135127.52,31.24,103.58
20080701135257.89,32.35,105.09
20080701141209.20,32.51,105.15
20080701143240.98,32.57,105.29
20080701144343.71,31.20,103.42
20080701144750.81,32.56,105.15
20080701145130.77,32.21,104.60
20080701145439.10,31.82,104.28
20080701150559.09,31.22,103.62
20080701151428.86,32.34,105.16
20080701152422.52,32.24,104.80
20080701154033.68,30.94,103.14
20080701160317.09,30.63,104.75
20080701160845.98,32.77,105.60
20080701161249.80,32.49,105.16
20080701161527.79,32.39,105.55
20080701170037.15,32.42,105.08
20080701170644.14,31.42,103.85
20080701171127.09,32.05,105.16
20080701171244.73,31.74,104.07
20080701171607.45,32.23,105.48
20080701171848.27,32.59,105.26
20080701175403.88,32.46,105.38
20080701175633.68,32.60,105.36
20080701182704.18,32.63,105.39
20080701183524.97,32.64,105.27
20080701184612.59,32.16,104.57
20080701185244.77,31.34,103.77
20080701185605.67,30.94,103.30
20080701185958.07,31.89,104.31
20080701190544.88,32.33,105.08
20080701190844.43,31.75,104.23
20080701191542.78,31.40,103.91
20080701191653.16,32.62,105.39
20080701192151.90,32.33,105.05
20080701193240.48,32.79,105.45
20080701193655.39,31.29,103.73
20080701193810.33,31.77,104.24
20080701195745.21,31.84,104.10
20080701200707.96,31.30,103.49
20080701202140.96,31.45,103.90
20080701205203.62,32.26,104.91
20080701205733.87,32.43,105.04
20080701205950.50,31.29,103.43
20080701210705.66,32.38,105.00
20080701211450.82,31.10,103.31
20080701211640.64,31.83,104.29
20080701213108.09,32.40,105.05
20080701213549.03,32.17,104.74
20080701213826.29,31.38,103.79
20080701215208.91,31.75,104.22
20080701222923.42,31.86,103.90
20080701230222.47,31.83,104.25
20080701230650.03,32.23,104.66
20080701231017.90,32.78,105.59
20080701233205.73,32.53,105.22
20080701234242.75,31.25,103.57
20080701234844.35,31.23,103.48
20080701235112.01,30.97,103.38
20080701235931.54,31.76,104.18
20080702000643.40,31.10,103.32
20080702001236.24,32.29,104.92
20080702001746.46,32.56,105.22
20080702002415.89,31.37,103.40
20080702002515.80,32.17,105.36
20080702002950.00,31.22,103.44
20080702003822.47,31.09,103.39
20080702004127.52,32.61,105.33
20080702004832.78,31.18,103.52
20080702005143.01,31.79,104.30
20080702010039.10,32.71,105.39
20080702010416.16,31.77,104.26
20080702010636.03,32.46,105.07
20080702011048.12,32.41,104.99
20080702011542.00,32.58,105.24
20080702011926.05,32.27,104.86
20080702012317.49,32.53,105.23
20080702012816.61,31.82,104.34
20080702013319.77,31.82,104.18
20080702014215.65,32.29,104.98
20080702020059.45,32.73,104.68
20080702020320.78,32.62,105.38
20080702020800.23,32.18,104.64
20080702021621.64,32.51,105.14
20080702022021.99,32.72,105.40
20080702022410.85,31.85,104.26
20080702022745.57,32.12,104.52
20080702023718.00,31.73,104.10
20080702024737.50,32.70,105.34
20080702024901.60,31.82,104.23
20080702025513.14,32.48,105.14
20080702025940.42,31.57,103.75
20080702031851.78,31.90,104.79
20080702032945.06,32.39,105.15
20080702033232.48,32.65,105.38
20080702034403.50,32.21,104.58
20080702035135.55,32.29,104.87
20080702035437.27,32.70,105.20
20080702035519.14,31.45,104.06
20080702035742.81,31.62,104.95
20080702040835.40,32.32,104.91
20080702041128.49,31.34,103.32
20080702041540.67,32.75,105.51
20080702041951.93,31.06,103.31
20080702042939.94,31.76,104.09
20080702043217.62,32.44,105.12
20080702043540.01,31.38,103.45
20080702043955.05,31.74,104.20
20080702044358.84,32.53,105.20
20080702044612.68,32.56,105.23
20080702044816.55,32.48,105.14
20080702044909.29,32.77,105.44
20080702045012.68,31.88,104.31
20080702045855.30,32.50,104.98
20080702050907.64,31.80,104.38
20080702051036.13,31.34,103.75
20080702052635.51,31.83,104.18
20080702053730.46,32.58,105.29
20080702054322.25,31.82,104.22
20080702054629.92,32.49,105.07
20080702055138.23,32.35,105.17
20080702061026.94,31.21,103.69
20080702062034.55,31.49,104.18
20080702062701.70,32.70,105.34
20080702062814.34,32.59,105.10
20080702063120.87,31.32,103.70
20080702064108.52,31.08,103.40
20080702064856.60,31.24,103.46
20080702070353.71,31.87,104.16
20080702070659.28,32.24,104.78
20080702072733.43,31.31,103.68
20080702073050.78,31.34,103.65
20080702073716.55,32.69,105.31
20080702074355.42,31.01,103.25
20080702074813.72,31.58,103.97
20080702075532.56,30.99,103.27
20080701205800.60,30.23,103.67
20080702011936.89,31.47,103.90
20080702013255.04,31.29,103.57
20080702031904.30,30.96,103.23
20080702035753.86,31.36,103.87
20080702035830.11,33.11,105.97
20080702053656.59,31.12,103.55
20080702072734.91,32.03,104.20
20080702013931.06,30.53,103.27
20080702080824.52,32.26,104.94
20080702082236.10,31.44,103.93
20080702084014.70,32.67,105.28
20080702085641.51,31.25,103.61
20080702091056.78,31.20,103.52
20080702093158.41,31.81,104.01
20080702094509.52,32.51,105.14
20080702095026.38,32.38,105.00
20080702100354.46,32.51,105.04
20080702101358.09,30.92,103.18
20080702102445.44,32.58,105.08
20080702103345.92,32.25,104.93
20080702104013.37,32.26,104.92
20080702105256.85,31.34,103.44
20080702110341.78,31.34,103.58
20080702111952.68,31.88,104.04
20080702112921.97,32.58,105.33
20080702113633.53,32.61,105.26
20080702114250.51,31.14,104.01
20080702115700.56,31.77,104.13
20080702122851.74,32.65,105.42
20080702123152.60,32.75,105.07
20080702123752.23,32.79,105.58
20080702124137.41,31.13,103.39
20080702130222.11,32.53,105.17
20080702130805.73,31.83,104.25
20080702131709.63,32.02,104.66
20080702132225.19,32.45,105.15
