WXT,20080701121228.80,P
WXT,20080701121236.30,S
JMG,20080701121226.90,P
JMG,20080701121233.10,S
PWU,20080701121227.39,P
PWU,20080701121234.00,S
QCH,20080701121221.20,P
QCH,20080701121223.60,S
SPA,20080701121241.60,P
SPA,20080701121258.10,S
WXT,20080701121429.70,P
WXT,20080701121437.40,S
JMG,20080701121427.89,P
JMG,20080701121434.40,S
PWU,20080701121428.39,P
PWU,20080701121435.20,S
QCH,20080701121422.30,P
QCH,20080701121424.59,S
HSH,20080701122123.20,P
HSH,20080701122137.10,S
JJS,20080701122125.40,P
JJS,20080701122140.30,S
XJI,20080701122117.00,P
XJI,20080701122126.30,S
YGD,20080701122123.49,P
YGD,20080701122138.00,S
YZP,20080701122109.20,P
YZP,20080701122114.39,S
WXT,20080701123332.80,P
WXT,20080701123341.39,S
JJS,20080701123346.40,P
JJS,20080701123403.40,S
JMG,20080701123330.50,P
JMG,20080701123337.50,S
PWU,20080701123327.30,P
PWU,20080701123331.70,S
SPA,20080701123342.19,P
SPA,20080701123356.70,S
WXT,20080701123824.80,P
WXT,20080701123832.20,S
JMG,20080701123823.39,P
JMG,20080701123830.30,S
PWU,20080701123820.80,P
PWU,20080701123825.70,S
QCH,20080701123818.20,P
QCH,20080701123821.70,S
HSH,20080701124952.30,P
HSH,20080701125006.80,S
JJS,20080701124942.49,P
JJS,20080701124950.99,S
PWU,20080701124954.70,P
PWU,20080701125010.10,S
YZP,20080701124942.70,P
YZP,20080701124950.30,S
HSH,20080701125038.10,P
HSH,20080701125050.60,S
JJS,20080701125033.10,P
JJS,20080701125043.10,S
MXI,20080701125025.10,P
MXI,20080701125029.50,S
YZP,20080701125030.40,P
YZP,20080701125038.80,S
HSH,20080701130234.00,P
HSH,20080701130243.80,S
JJS,20080701130242.60,P
JJS,20080701130259.00,S
MXI,20080701130231.80,P
MXI,20080701130240.50,S
PWU,20080701130249.10,P
PWU,20080701130308.90,S
SPA,20080701130245.90,P
SPA,20080701130303.90,S
XJI,20080701130234.50,P
XJI,20080701130244.39,S
YGD,20080701130245.19,P
YGD,20080701130302.89,S
YZP,20080701130230.10,P
YZP,20080701130237.79,S
HSH,20080701131836.99,P
HSH,20080701131848.10,S
JJS,20080701131835.20,P
JJS,20080701131846.80,S
MXI,20080701131826.80,P
MXI,20080701131833.00,S
XJI,20080701131838.20,P
XJI,20080701131851.60,S
YZP,20080701131825.70,P
YZP,20080701131831.50,S
JJS,20080701133042.90,P
JJS,20080701133054.49,S
MXI,20080701133035.00,P
MXI,20080701133041.40,S
SPA,20080701133052.80,P
SPA,20080701133110.50,S
XJI,20080701133046.49,P
XJI,20080701133059.80,S
YZP,20080701133034.10,P
YZP,20080701133040.00,S
HSH,20080701133837.39,P
HSH,20080701133850.89,S
JJS,20080701133833.00,P
JJS,20080701133843.60,S
MXI,20080701133822.90,P
MXI,20080701133826.60,S
SPA,20080701133837.39,P
SPA,20080701133850.89,S
HSH,20080701135146.30,P
HSH,20080701135159.10,S
JJS,20080701135143.90,P
JJS,20080701135155.60,S
MXI,20080701135137.10,P
MXI,20080701135143.80,S
XJI,20080701135147.89,P
XJI,20080701135201.30,S
YZP,20080701135134.80,P
YZP,20080701135140.40,S
WXT,20080701135310.80,P
WXT,20080701135320.10,S
JJS,20080701135324.20,P
JJS,20080701135342.90,S
JMG,20080701135305.90,P
JMG,20080701135311.50,S
PWU,20080701135306.50,P
PWU,20080701135312.20,S
QCH,20080701135303.50,P
QCH,20080701135307.70,S
SPA,20080701135321.49,P
SPA,20080701135337.39,S
XCO,20080701135325.50,P
XCO,20080701135344.60,S
HSH,20080701200724.30,P
HSH,20080701200734.89,S
MXI,20080701200717.50,P
MXI,20080701200724.19,S
XJI,20080701200727.20,P
XJI,20080701200739.20,S
YZP,20080701200717.50,P
YZP,20080701200724.19,S
WXT,20080701201048.20,P
WXT,20080701201056.20,S
JMG,20080701201049.89,P
JMG,20080701201058.39,S
PWU,20080701201046.50,P
PWU,20080701201052.80,S
QCH,20080701201043.80,P
QCH,20080701201048.70,S
HSH,20080701202200.00,P
HSH,20080701202213.00,S
JJS,20080701202155.00,P
JJS,20080701202205.30,S
MXI,20080701202146.39,P
MXI,20080701202150.20,S
PWU,20080701202201.70,P
PWU,20080701202216.10,S
SPA,20080701202204.60,P
SPA,20080701202220.20,S
XJI,20080701202206.80,P
XJI,20080701202224.10,S
YZP,20080701202153.00,P
YZP,20080701202202.00,S
JJS,20080701204420.49,P
JJS,20080701204435.30,S
XJI,20080701204418.20,P
XJI,20080701204431.30,S
YGD,20080701204419.30,P
YGD,20080701204432.30,S
YZP,20080701204403.30,P
YZP,20080701204405.89,S
WXT,20080701205217.00,P
WXT,20080701205226.99,S
JMG,20080701205215.80,P
JMG,20080701205223.39,S
PWU,20080701205211.20,P
PWU,20080701205215.60,S
QCH,20080701205211.80,P
QCH,20080701205216.60,S
XCO,20080701205233.10,P
XCO,20080701205252.90,S
HSH,20080701205839.80,P
HSH,20080701205856.00,S
