HSH,20080401050136.40,P  92 18096.4
HSH,20080401050136.64,S  92 18096
HSH,20080401104825.16,P  92 38905.16
HSH,20080401105748.96,P  92 39468.96
HSH,20080401105758.12,S  92 39478
HSH,20080401120614.06,P  92 43574.06
HSH,20080401120614.20,S  92 43574
HSH,20080401120145.14,P  92 43305.14
HSH,20080401120145.32,S  92 43305
HSH,20080401044725.78,P  92 17245.78
HSH,20080401191105.78,P  92 69065.78
HSH,20080401191105.94,S  92 69065
HSH,20080401235037.62,P  92 85837.62
HSH,20080401060149.54,P  92 21709.54
HSH,20080401060202.22,S  92 21722
HSH,20080401040843.56,P  92 14923.56
HSH,20080401040851.56,S  92 14931
HSH,20080401111216.68,P  92 40336.68
HSH,20080401044137.52,P  92 16897.52
HSH,20080401044229.40,S  92 16949
HSH,20080401235519.14,P  92 86119.14
HSH,20080401122728.66,P  92 44848.66
HSH,20080401122729.30,S  92 44849
HSH,20080401232357.36,P  92 84237.36
HSH,20080401232357.92,S  92 84237
HSH,20080401153704.62,P  92 56224.62
HSH,20080401053551.08,P  92 20151.08
HSH,20080401150029.94,P  92 54029.94
HSH,20080401150049.82,S  92 54049
HSH,20080401221016.68,P  92 79816.68
HSH,20080401180625.52,P  92 65185.52
HSH,20080401180625.74,S  92 65185
HSH,20080401183123.56,P  92 66683.56
HSH,20080402085546.96,P  93 32146.96
HSH,20080402085548.54,S  93 32148
HSH,20080402113912.02,P  93 41952.02
HSH,20080402113912.26,S  93 41952
HSH,20080402024215.62,P  93 9735.62
HSH,20080402024215.74,S  93 9735
HSH,20080402191528.62,P  93 69328.62
HSH,20080402191528.62,S  93 69328
HSH,20080402094446.66,P  93 35086.66
HSH,20080402093717.18,P  93 34637.18
HSH,20080402093730.92,S  93 34650
HSH,20080402051624.80,P  93 18984.8
HSH,20080402063701.94,P  93 23821.94
HSH,20080402063702.00,S  93 23822
HSH,20080402012435.12,P  93 5075.12
HSH,20080402075930.04,P  93 28770.04
HSH,20080402113754.72,P  93 41874.72
HSH,20080402113755.34,S  93 41875
HSH,20080402111032.94,P  93 40232.94
HSH,20080402101304.22,P  93 36784.22
HSH,20080402161702.88,P  93 58622.88
HSH,20080402164610.62,P  93 60370.62
HSH,20080402164612.06,S  93 60372
HSH,20080402211207.54,P  93 76327.54
HSH,20080402141458.68,P  93 51298.68
HSH,20080402141458.76,S  93 51298
HSH,20080402050120.94,P  93 18080.94
HSH,20080402050128.34,S  93 18088
HSH,20080402050128.20,P  93 18088.2
HSH,20080402050128.32,S  93 18088
HSH,20080402092715.04,P  93 34035.04
HSH,20080402092729.40,S  93 34049
HSH,20080402050135.58,P  93 18095.58
HSH,20080402050136.06,S  93 18096
HSH,20080402145145.90,P  93 53505.9
HSH,20080402143913.10,P  93 52753.1
HSH,20080402143913.20,S  93 52753
HSH,20080402050040.04,P  93 18040.04
HSH,20080402050040.24,S  93 18040
HSH,20080402170448.30,P  93 61488.3
HSH,20080402152732.42,P  93 55652.42
HSH,20080402152733.10,S  93 55653
HSH,20080402050034.96,P  93 18034.96
HSH,20080402050034.96,S  93 18034
HSH,20080402174832.84,P  93 64112.84
HSH,20080402174840.94,S  93 64120
HSH,20080402172838.82,P  93 62918.82
HSH,20080402150639.02,P  93 54399.02
HSH,20080402225546.66,P  93 82546.66
HSH,20080402225547.04,S  93 82547
HSH,20080402050107.58,P  93 18067.58
HSH,20080402050108.24,S  93 18068
HSH,20080402150304.42,P  93 54184.42
HSH,20080402150304.54,S  93 54184
HSH,20080402050059.58,P  93 18059.58
HSH,20080402050107.92,S  93 18067
HSH,20080402210228.10,P  93 75748.1
HSH,20080402210228.56,S  93 75748
HSH,20080402172129.62,P  93 62489.62
HSH,20080402192217.20,P  93 69737.2
HSH,20080402210950.30,P  93 76190.3
HSH,20080402211005.78,S  93 76205
HSH,20080402163731.48,P  93 59851.48
HSH,20080402221012.76,P  93 79812.76
HSH,20080402173546.04,P  93 63346.04
HSH,20080402173546.42,S  93 63346
HSH,20080402181755.86,P  93 65875.86
HSH,20080402181755.96,S  93 65875
HSH,20080402195040.22,P  93 71440.22
HSH,20080402195041.06,S  93 71441
HSH,20080402195403.12,P  93 71643.12
HSH,20080404073624.83,P  95 27384.83
HSH,20080404073625.53,S  95 27385
HSH,20080404043229.81,P  95 16349.81
HSH,20080404043236.93,S  95 16356
HSH,20080404034026.05,P  95 13226.05
HSH,20080404193842.89,P  95 70722.89
HSH,20080404193843.43,S  95 70723
HSH,20080404120455.87,P  95 43495.87
HSH,20080404120455.89,S  95 43495
HSH,20080404010913.11,P  95 4153.11
HSH,20080404010921.21,S  95 4161
HSH,20080404102306.41,P  95 37386.41
HSH,20080404000726.21,P  95 446.21
HSH,20080404000740.79,S  95 460
HSH,20080404042908.37,P  95 16148.37
HSH,20080404042908.51,S  95 16148
HSH,20080404082827.71,P  95 30507.71
HSH,20080404082829.99,S  95 30509
HSH,20080404230619.21,P  95 83179.21
HSH,20080404230620.49,S  95 83180
HSH,20080404050146.73,P  95 18106.73
HSH,20080404050209.43,S  95 18129
HSH,20080404071637.49,P  95 26197.49
HSH,20080404044235.11,P  95 16955.11
HSH,20080404044235.51,S  95 16955
HSH,20080404230439.45,P  95 83079.45
HSH,20080404230439.73,S  95 83079
HSH,20080404230326.07,P  95 83006.07
HSH,20080404230326.23,S  95 83006
HSH,20080404230103.19,P  95 82863.19
HSH,20080404230103.53,S  95 82863
HSH,20080404183304.09,P  95 66784.09
HSH,20080404230741.11,P  95 83261.11
HSH,20080404230817.93,S  95 83297
HSH,20080404213039.97,P  95 77439.97
HSH,20080404213040.07,S  95 77440
HSH,20080404190846.35,P  95 68926.35
HSH,20080404203123.01,P  95 73883.01
HSH,20080404203123.43,S  95 73883
HSH,20080404171531.25,P  95 62131.25
HSH,20080404173631.03,P  95 63391.03
HSH,20080404213812.83,P  95 77892.83
HSH,20080404190258.55,P  95 68578.55
HSH,20080404200721.83,P  95 72441.83
HSH,20080404200722.29,S  95 72442
HSH,20080404193114.85,P  95 70274.85
HSH,20080404193115.37,S  95 70275
HSH,20080404192314.11,P  95 69794.11
HSH,20080404192314.63,S  95 69794
HSH,20080404180634.33,P  95 65194.33
HSH,20080404214953.07,P  95 78593.07
HSH,20080404191836.07,P  95 69516.07
HSH,20080404182405.35,P  95 66245.35
HSH,20080405063123.83,P  96 23483.83
HSH,20080405101958.83,P  96 37198.83
HSH,20080405104552.81,P  96 38752.81
HSH,20080405104600.03,S  96 38760
HSH,20080405045227.41,P  96 17547.41
HSH,20080405045227.77,S  96 17547
HSH,20080405104219.83,P  96 38539.83
HSH,20080405031329.47,P  96 11609.47
HSH,20080405031408.29,S  96 11648
HSH,20080405151201.51,P  96 54721.51
HSH,20080405151201.87,S  96 54721
HSH,20080405033348.15,P  96 12828.15
HSH,20080405235412.63,P  96 86052.63
HSH,20080405235417.21,S  96 86057
HSH,20080405042324.35,P  96 15804.35
HSH,20080405032230.73,P  96 12150.73
HSH,20080405032235.53,S  96 12155
HSH,20080405084934.85,P  96 31774.85
HSH,20080405114439.03,P  96 42279.03
HSH,20080405114452.85,S  96 42292
HSH,20080405010647.83,P  96 4007.83
HSH,20080405233950.13,P  96 85190.13
HSH,20080405233950.43,S  96 85190
HSH,20080405090306.25,P  96 32586.25
HSH,20080405090319.99,S  96 32599
HSH,20080405072626.59,P  96 26786.59
HSH,20080405063829.23,P  96 23909.23
HSH,20080405063830.15,S  96 23910
HSH,20080405131652.65,P  96 47812.65
HSH,20080405131653.27,S  96 47813
HSH,20080405024110.89,P  96 9670.89
HSH,20080405122644.23,P  96 44804.23
HSH,20080405085418.05,P  96 32058.05
HSH,20080405085508.85,S  96 32108
HSH,20080405221030.03,P  96 79830.03
HSH,20080405221030.61,S  96 79830
HSH,20080405154413.39,P  96 56653.39
HSH,20080405154414.27,S  96 56654
HSH,20080405210413.69,P  96 75853.69
HSH,20080405210414.11,S  96 75854
HSH,20080405091551.09,P  96 33351.09
HSH,20080405091609.83,S  96 33369
HSH,20080405230958.11,P  96 83398.11
HSH,20080405195539.65,P  96 71739.65
HSH,20080405190906.63,P  96 68946.63
HSH,20080405174944.17,P  96 64184.17
HSH,20080405213707.99,P  96 77827.99
HSH,20080405211816.81,P  96 76696.81
HSH,20080405211817.67,S  96 76697
HSH,20080405200037.69,P  96 72037.69
HSH,20080405200037.71,S  96 72037
HSH,20080405211315.85,P  96 76395.85
HSH,20080405180922.71,P  96 65362.71
HSH,20080406103724.17,P  97 38244.17
HSH,20080406103725.03,S  97 38245
HSH,20080406114835.45,P  97 42515.45
HSH,20080406122445.25,P  97 44685.25
HSH,20080406122445.99,S  97 44685
HSH,20080406120114.19,P  97 43274.19
HSH,20080406120114.63,S  97 43274
HSH,20080406070424.57,P  97 25464.57
HSH,20080406070424.85,S  97 25464
HSH,20080406023929.27,P  97 9569.27
HSH,20080406011742.15,P  97 4662.15
HSH,20080406011815.19,S  97 4695
HSH,20080406020016.49,P  97 7216.49
HSH,20080406020016.77,S  97 7216
HSH,20080406083538.49,P  97 30938.49
HSH,20080406090250.41,P  97 32570.41
HSH,20080406055532.57,P  97 21332.57
HSH,20080406073750.83,P  97 27470.83
HSH,20080406073831.13,S  97 27511
HSH,20080406032229.97,P  97 12149.97
HSH,20080406074432.53,P  97 27872.53
HSH,20080406074437.01,S  97 27877
HSH,20080406025056.11,P  97 10256.11
HSH,20080406025115.81,S  97 10275
HSH,20080406141129.81,P  97 51089.81
HSH,20080406141130.27,S  97 51090
HSH,20080406034117.19,P  97 13277.19
HSH,20080406034117.69,S  97 13277
HSH,20080406021324.59,P  97 8004.59
HSH,20080406084948.17,P  97 31788.17
HSH,20080406084948.75,S  97 31788
HSH,20080406021202.97,P  97 7922.97
HSH,20080406021203.25,S  97 7923
HSH,20080406054024.47,P  97 20424.47
HSH,20080406054024.49,S  97 20424
HSH,20080406033859.99,P  97 13139.99
HSH,20080406033916.97,S  97 13156
HSH,20080406100046.53,P  97 36046.53
HSH,20080406111442.37,P  97 40482.37
HSH,20080406111502.01,S  97 40502
HSH,20080406032932.25,P  97 12572.25
HSH,20080406013433.17,P  97 5673.17
HSH,20080406085440.53,P  97 32080.53
HSH,20080406020550.17,P  97 7550.17
HSH,20080406050516.11,P  97 18316.11
HSH,20080406081304.13,P  97 29584.13
HSH,20080406025313.67,P  97 10393.67
HSH,20080406025401.11,S  97 10441
HSH,20080406083900.45,P  97 31140.45
HSH,20080406022112.25,P  97 8472.25
HSH,20080406005524.13,P  97 3324.13
HSH,20080406090842.19,P  97 32922.19
HSH,20080406025212.51,P  97 10332.51
HSH,20080406025228.81,S  97 10348
HSH,20080406054545.87,P  97 20745.87
HSH,20080406054551.99,S  97 20751
HSH,20080406082959.23,P  97 30599.23
HSH,20080406083504.01,P  97 30904.01
HSH,20080406083510.11,S  97 30910
HSH,20080406034901.45,P  97 13741.45
HSH,20080406034919.25,S  97 13759
HSH,20080406015246.43,P  97 6766.43
HSH,20080406010412.01,P  97 3852.01
HSH,20080406084839.59,P  97 31719.59
HSH,20080406084847.51,S  97 31727
HSH,20080406024742.69,P  97 10062.69
HSH,20080406091736.85,P  97 33456.85
HSH,20080406080237.01,P  97 28957.01
HSH,20080406075206.33,P  97 28326.33
HSH,20080406075225.75,S  97 28345
HSH,20080406011337.11,P  97 4417.11
HSH,20080407025022.53,P  98 10222.53
